,country,continent,year,lifeExp,pop
8736,Hungary,Europe,2094,86.1,
8737,Hungary,Europe,2095,86.2,
8738,Hungary,Europe,2096,86.3,
8739,Hungary,Europe,2097,86.4,
8740,Hungary,Europe,2098,86.5,
8741,Hungary,Europe,2099,86.6,
8742,Hungary,Europe,2100,86.7,8670000.0
8743,Hungary,Europe,2008,73.9,10000000.0
8744,Hungary,Europe,2009,74.2,10000000.0
8745,Hungary,Europe,2010,74.5,9980000.0
8746,Hungary,Europe,2011,74.9,9970000.0
8747,Hungary,Europe,2012,75.2,9950000.0
8748,Hungary,Europe,2013,75.5,9930000.0
8749,Hungary,Europe,2014,75.6,
8750,Hungary,Europe,2015,75.7,
8751,Hungary,Europe,2016,75.7,
8752,Hungary,Europe,2017,75.8,
8753,Hungary,Europe,2018,75.9,
8754,Hungary,Europe,2019,76.0,
8755,Hungary,Europe,2020,76.2,
8756,Hungary,Europe,2021,76.3,
8757,Hungary,Europe,2022,76.4,
8758,Hungary,Europe,2023,76.6,
8759,Hungary,Europe,2024,76.7,
8760,Hungary,Europe,2025,76.8,
8761,Hungary,Europe,2026,77.0,
8762,Hungary,Europe,2027,77.1,
8763,Hungary,Europe,2028,77.3,
8764,Hungary,Europe,2029,77.4,
8765,Hungary,Europe,2030,77.5,
8766,Hungary,Europe,2031,77.7,
8767,Hungary,Europe,2032,77.8,
8768,Hungary,Europe,2033,78.0,
8769,Hungary,Europe,2034,78.1,
8770,Hungary,Europe,2035,78.2,
8771,Hungary,Europe,2036,78.4,
8772,Hungary,Europe,2037,78.5,
8773,Hungary,Europe,2038,78.7,
8774,Hungary,Europe,2039,78.8,
8775,Hungary,Europe,2040,78.9,
8776,Hungary,Europe,2041,79.1,
8777,Hungary,Europe,2042,79.2,
8778,Hungary,Europe,2043,79.4,
8779,Hungary,Europe,2044,79.5,
8780,Hungary,Europe,2045,79.7,
8781,Hungary,Europe,2046,79.8,
8782,Hungary,Europe,2047,80.0,
8783,Hungary,Europe,2048,80.1,
8784,Hungary,Europe,2049,80.3,
8785,Hungary,Europe,2050,80.4,9240000.0
8786,Hungary,Europe,2051,80.6,
8787,Hungary,Europe,2052,80.7,
8788,Hungary,Europe,2053,80.9,
8789,Hungary,Europe,2054,81.0,
8790,Hungary,Europe,2055,81.2,
8791,Hungary,Europe,2056,81.3,
8792,Hungary,Europe,2057,81.5,
8793,Hungary,Europe,2058,81.6,
8794,Hungary,Europe,2059,81.8,
8795,Hungary,Europe,2060,81.9,
8796,Hungary,Europe,2061,82.1,
8797,Hungary,Europe,2062,82.2,
8798,Hungary,Europe,2063,82.4,
8799,Hungary,Europe,2064,82.5,
8800,Hungary,Europe,2065,82.7,
8801,Hungary,Europe,2066,82.8,
8802,Hungary,Europe,2067,82.9,
8803,Hungary,Europe,2068,83.0,
8804,Hungary,Europe,2069,83.2,
8805,Hungary,Europe,2070,83.3,
8806,Hungary,Europe,2071,83.4,
8807,Hungary,Europe,2072,83.6,
8808,Hungary,Europe,2073,83.7,
8809,Hungary,Europe,2074,83.8,
8810,Hungary,Europe,2075,83.9,
8811,Hungary,Europe,2076,84.0,
8812,Hungary,Europe,2077,84.2,
8813,Hungary,Europe,2078,84.3,
8814,Hungary,Europe,2079,84.4,
8815,Hungary,Europe,2080,84.5,
8816,Hungary,Europe,2081,84.6,
8817,Hungary,Europe,2082,84.7,
8818,Hungary,Europe,2083,84.8,
8819,Hungary,Europe,2084,85.0,
8820,Hungary,Europe,2085,85.1,
8821,Hungary,Europe,2086,85.2,
8822,Hungary,Europe,2087,85.3,
8823,Hungary,Europe,2088,85.4,
8824,Hungary,Europe,2089,85.5,
8825,Hungary,Europe,2090,85.6,
8826,Hungary,Europe,2091,85.7,
8827,Hungary,Europe,2092,85.8,
8828,Hungary,Europe,2093,86.0,
8829,Hungary,Europe,2094,86.1,
8830,Hungary,Europe,2095,86.2,
8831,Hungary,Europe,2096,86.3,
8832,Hungary,Europe,2097,86.4,
8833,Hungary,Europe,2098,86.5,
8834,Hungary,Europe,2099,86.6,
8835,Hungary,Europe,2100,86.7,8670000.0
8836,Hungary,Europe,2008,73.9,10000000.0
8837,Hungary,Europe,2009,74.2,10000000.0
8838,Hungary,Europe,2010,74.5,9980000.0
8839,Hungary,Europe,2011,74.9,9970000.0
8840,Hungary,Europe,2012,75.2,9950000.0
8841,Hungary,Europe,2013,75.5,9930000.0
8842,Hungary,Europe,2014,75.6,
8843,Hungary,Europe,2015,75.7,
8844,Hungary,Europe,2016,75.7,
8845,Hungary,Europe,2017,75.8,
8846,Hungary,Europe,2018,75.9,
8847,Hungary,Europe,2019,76.0,
8848,Hungary,Europe,2020,76.2,
8849,Hungary,Europe,2021,76.3,
8850,Hungary,Europe,2022,76.4,
8851,Hungary,Europe,2023,76.6,
8852,Hungary,Europe,2024,76.7,
8853,Hungary,Europe,2025,76.8,
8854,Hungary,Europe,2026,77.0,
8855,Hungary,Europe,2027,77.1,
8856,Hungary,Europe,2028,77.3,
8857,Hungary,Europe,2029,77.4,
8858,Hungary,Europe,2030,77.5,
8859,Hungary,Europe,2031,77.7,
8860,Hungary,Europe,2032,77.8,
8861,Hungary,Europe,2033,78.0,
8862,Hungary,Europe,2034,78.1,
8863,Hungary,Europe,2035,78.2,
8864,Hungary,Europe,2036,78.4,
8865,Hungary,Europe,2037,78.5,
8866,Hungary,Europe,2038,78.7,
8867,Hungary,Europe,2039,78.8,
8868,Hungary,Europe,2040,78.9,
8869,Hungary,Europe,2041,79.1,
8870,Hungary,Europe,2042,79.2,
8871,Hungary,Europe,2043,79.4,
8872,Hungary,Europe,2044,79.5,
8873,Hungary,Europe,2045,79.7,
8874,Hungary,Europe,2046,79.8,
8875,Hungary,Europe,2047,80.0,
8876,Hungary,Europe,2048,80.1,
8877,Hungary,Europe,2049,80.3,
8878,Hungary,Europe,2050,80.4,9240000.0
8879,Hungary,Europe,2051,80.6,
8880,Hungary,Europe,2052,80.7,
8881,Hungary,Europe,2053,80.9,
8882,Hungary,Europe,2054,81.0,
8883,Hungary,Europe,2055,81.2,
8884,Hungary,Europe,2056,81.3,
8885,Hungary,Europe,2057,81.5,
8886,Hungary,Europe,2058,81.6,
8887,Hungary,Europe,2059,81.8,
8888,Hungary,Europe,2060,81.9,
8889,Hungary,Europe,2061,82.1,
8890,Hungary,Europe,2062,82.2,
8891,Hungary,Europe,2063,82.4,
8892,Hungary,Europe,2064,82.5,
8893,Hungary,Europe,2065,82.7,
8894,Hungary,Europe,2066,82.8,
8895,Hungary,Europe,2067,82.9,
8896,Hungary,Europe,2068,83.0,
8897,Hungary,Europe,2069,83.2,
8898,Hungary,Europe,2070,83.3,
8899,Hungary,Europe,2071,83.4,
8900,Hungary,Europe,2072,83.6,
8901,Hungary,Europe,2073,83.7,
8902,Hungary,Europe,2074,83.8,
8903,Hungary,Europe,2075,83.9,
8904,Hungary,Europe,2076,84.0,
8905,Hungary,Europe,2077,84.2,
8906,Hungary,Europe,2078,84.3,
8907,Hungary,Europe,2079,84.4,
8908,Hungary,Europe,2080,84.5,
8909,Hungary,Europe,2081,84.6,
8910,Hungary,Europe,2082,84.7,
8911,Hungary,Europe,2083,84.8,
8912,Hungary,Europe,2084,85.0,
8913,Hungary,Europe,2085,85.1,
8914,Hungary,Europe,2086,85.2,
8915,Hungary,Europe,2087,85.3,
8916,Hungary,Europe,2088,85.4,
8917,Hungary,Europe,2089,85.5,
8918,Hungary,Europe,2090,85.6,
8919,Hungary,Europe,2091,85.7,
8920,Hungary,Europe,2092,85.8,
8921,Hungary,Europe,2093,86.0,
8922,Hungary,Europe,2094,86.1,
8923,Hungary,Europe,2095,86.2,
8924,Hungary,Europe,2096,86.3,
8925,Hungary,Europe,2097,86.4,
8926,Hungary,Europe,2098,86.5,
8927,Hungary,Europe,2099,86.6,
8928,Hungary,Europe,2100,86.7,8670000.0
8929,Hungary,Europe,2008,73.9,10000000.0
8930,Hungary,Europe,2009,74.2,10000000.0
8931,Hungary,Europe,2010,74.5,9980000.0
8932,Hungary,Europe,2011,74.9,9970000.0
8933,Hungary,Europe,2012,75.2,9950000.0
8934,Hungary,Europe,2013,75.5,9930000.0
8935,Hungary,Europe,2014,75.6,
8936,Hungary,Europe,2015,75.7,
8937,Hungary,Europe,2016,75.7,
8938,Hungary,Europe,2017,75.8,
8939,Hungary,Europe,2018,75.9,
8940,Hungary,Europe,2019,76.0,
8941,Hungary,Europe,2020,76.2,
8942,Hungary,Europe,2021,76.3,
8943,Hungary,Europe,2022,76.4,
8944,Hungary,Europe,2023,76.6,
8945,Hungary,Europe,2024,76.7,
8946,Hungary,Europe,2025,76.8,
8947,Hungary,Europe,2026,77.0,
8948,Hungary,Europe,2027,77.1,
8949,Hungary,Europe,2028,77.3,
8950,Hungary,Europe,2029,77.4,
8951,Hungary,Europe,2030,77.5,
8952,Hungary,Europe,2031,77.7,
8953,Hungary,Europe,2032,77.8,
8954,Hungary,Europe,2033,78.0,
8955,Hungary,Europe,2034,78.1,
8956,Hungary,Europe,2035,78.2,
8957,Hungary,Europe,2036,78.4,
8958,Hungary,Europe,2037,78.5,
8959,Hungary,Europe,2038,78.7,
8960,Hungary,Europe,2039,78.8,
8961,Hungary,Europe,2040,78.9,
8962,Hungary,Europe,2041,79.1,
8963,Hungary,Europe,2042,79.2,
8964,Hungary,Europe,2043,79.4,
8965,Hungary,Europe,2044,79.5,
8966,Hungary,Europe,2045,79.7,
8967,Hungary,Europe,2046,79.8,
8968,Hungary,Europe,2047,80.0,
8969,Hungary,Europe,2048,80.1,
8970,Hungary,Europe,2049,80.3,
8971,Hungary,Europe,2050,80.4,9240000.0
8972,Hungary,Europe,2051,80.6,
8973,Hungary,Europe,2052,80.7,
8974,Hungary,Europe,2053,80.9,
8975,Hungary,Europe,2054,81.0,
8976,Hungary,Europe,2055,81.2,
8977,Hungary,Europe,2056,81.3,
8978,Hungary,Europe,2057,81.5,
8979,Hungary,Europe,2058,81.6,
8980,Hungary,Europe,2059,81.8,
8981,Hungary,Europe,2060,81.9,
8982,Hungary,Europe,2061,82.1,
8983,Hungary,Europe,2062,82.2,
8984,Hungary,Europe,2063,82.4,
8985,Hungary,Europe,2064,82.5,
8986,Hungary,Europe,2065,82.7,
8987,Hungary,Europe,2066,82.8,
8988,Hungary,Europe,2067,82.9,
8989,Hungary,Europe,2068,83.0,
8990,Hungary,Europe,2069,83.2,
8991,Hungary,Europe,2070,83.3,
8992,Hungary,Europe,2071,83.4,
8993,Hungary,Europe,2072,83.6,
8994,Hungary,Europe,2073,83.7,
8995,Hungary,Europe,2074,83.8,
8996,Hungary,Europe,2075,83.9,
8997,Hungary,Europe,2076,84.0,
8998,Hungary,Europe,2077,84.2,
8999,Hungary,Europe,2078,84.3,
9000,Hungary,Europe,2079,84.4,
9001,Hungary,Europe,2080,84.5,
9002,Hungary,Europe,2081,84.6,
9003,Hungary,Europe,2082,84.7,
9004,Hungary,Europe,2083,84.8,
9005,Hungary,Europe,2084,85.0,
9006,Hungary,Europe,2085,85.1,
9007,Hungary,Europe,2086,85.2,
9008,Hungary,Europe,2087,85.3,
9009,Hungary,Europe,2088,85.4,
9010,Hungary,Europe,2089,85.5,
9011,Hungary,Europe,2090,85.6,
9012,Hungary,Europe,2091,85.7,
9013,Hungary,Europe,2092,85.8,
9014,Hungary,Europe,2093,86.0,
9015,Hungary,Europe,2094,86.1,
9016,Hungary,Europe,2095,86.2,
9017,Hungary,Europe,2096,86.3,
9018,Hungary,Europe,2097,86.4,
9019,Hungary,Europe,2098,86.5,
9020,Hungary,Europe,2099,86.6,
9021,Hungary,Europe,2100,86.7,8670000.0
9022,Hungary,Europe,2008,73.9,10000000.0
9023,Hungary,Europe,2009,74.2,10000000.0
9024,Hungary,Europe,2010,74.5,9980000.0
9025,Hungary,Europe,2011,74.9,9970000.0
9026,Hungary,Europe,2012,75.2,9950000.0
9027,Hungary,Europe,2013,75.5,9930000.0
9028,Hungary,Europe,2014,75.6,
9029,Hungary,Europe,2015,75.7,
9030,Hungary,Europe,2016,75.7,
9031,Hungary,Europe,2017,75.8,
9032,Hungary,Europe,2018,75.9,
9033,Hungary,Europe,2019,76.0,
9034,Hungary,Europe,2020,76.2,
9035,Hungary,Europe,2021,76.3,
9036,Hungary,Europe,2022,76.4,
9037,Hungary,Europe,2023,76.6,
9038,Hungary,Europe,2024,76.7,
9039,Hungary,Europe,2025,76.8,
9040,Hungary,Europe,2026,77.0,
9041,Hungary,Europe,2027,77.1,
9042,Hungary,Europe,2028,77.3,
9043,Hungary,Europe,2029,77.4,
9044,Hungary,Europe,2030,77.5,
9045,Hungary,Europe,2031,77.7,
9046,Hungary,Europe,2032,77.8,
9047,Hungary,Europe,2033,78.0,
9048,Hungary,Europe,2034,78.1,
9049,Hungary,Europe,2035,78.2,
9050,Hungary,Europe,2036,78.4,
9051,Hungary,Europe,2037,78.5,
9052,Hungary,Europe,2038,78.7,
9053,Hungary,Europe,2039,78.8,
9054,Hungary,Europe,2040,78.9,
9055,Hungary,Europe,2041,79.1,
9056,Hungary,Europe,2042,79.2,
9057,Hungary,Europe,2043,79.4,
9058,Hungary,Europe,2044,79.5,
9059,Hungary,Europe,2045,79.7,
9060,Hungary,Europe,2046,79.8,
9061,Hungary,Europe,2047,80.0,
9062,Hungary,Europe,2048,80.1,
9063,Hungary,Europe,2049,80.3,
9064,Hungary,Europe,2050,80.4,9240000.0
9065,Hungary,Europe,2051,80.6,
9066,Hungary,Europe,2052,80.7,
9067,Hungary,Europe,2053,80.9,
9068,Hungary,Europe,2054,81.0,
9069,Hungary,Europe,2055,81.2,
9070,Hungary,Europe,2056,81.3,
9071,Hungary,Europe,2057,81.5,
9072,Hungary,Europe,2058,81.6,
9073,Hungary,Europe,2059,81.8,
9074,Hungary,Europe,2060,81.9,
9075,Hungary,Europe,2061,82.1,
9076,Hungary,Europe,2062,82.2,
9077,Hungary,Europe,2063,82.4,
9078,Hungary,Europe,2064,82.5,
9079,Hungary,Europe,2065,82.7,
9080,Hungary,Europe,2066,82.8,
9081,Hungary,Europe,2067,82.9,
9082,Hungary,Europe,2068,83.0,
9083,Hungary,Europe,2069,83.2,
9084,Hungary,Europe,2070,83.3,
9085,Hungary,Europe,2071,83.4,
9086,Hungary,Europe,2072,83.6,
9087,Hungary,Europe,2073,83.7,
9088,Hungary,Europe,2074,83.8,
9089,Hungary,Europe,2075,83.9,
9090,Hungary,Europe,2076,84.0,
9091,Hungary,Europe,2077,84.2,
9092,Hungary,Europe,2078,84.3,
9093,Hungary,Europe,2079,84.4,
9094,Hungary,Europe,2080,84.5,
9095,Hungary,Europe,2081,84.6,
9096,Hungary,Europe,2082,84.7,
9097,Hungary,Europe,2083,84.8,
9098,Hungary,Europe,2084,85.0,
9099,Hungary,Europe,2085,85.1,
9100,Hungary,Europe,2086,85.2,
9101,Hungary,Europe,2087,85.3,
9102,Hungary,Europe,2088,85.4,
9103,Hungary,Europe,2089,85.5,
9104,Hungary,Europe,2090,85.6,
9105,Hungary,Europe,2091,85.7,
9106,Hungary,Europe,2092,85.8,
9107,Hungary,Europe,2093,86.0,
9108,Hungary,Europe,2094,86.1,
9109,Hungary,Europe,2095,86.2,
9110,Hungary,Europe,2096,86.3,
9111,Hungary,Europe,2097,86.4,
9112,Hungary,Europe,2098,86.5,
9113,Hungary,Europe,2099,86.6,
9114,Hungary,Europe,2100,86.7,8670000.0
9115,Hungary,Europe,2008,73.9,10000000.0
9116,Hungary,Europe,2009,74.2,10000000.0
9117,Hungary,Europe,2010,74.5,9980000.0
9118,Hungary,Europe,2011,74.9,9970000.0
9119,Hungary,Europe,2012,75.2,9950000.0
9120,Hungary,Europe,2013,75.5,9930000.0
9121,Hungary,Europe,2014,75.6,
9122,Hungary,Europe,2015,75.7,
9123,Hungary,Europe,2016,75.7,
9124,Hungary,Europe,2017,75.8,
9125,Hungary,Europe,2018,75.9,
9126,Hungary,Europe,2019,76.0,
9127,Hungary,Europe,2020,76.2,
9128,Hungary,Europe,2021,76.3,
9129,Hungary,Europe,2022,76.4,
9130,Hungary,Europe,2023,76.6,
9131,Hungary,Europe,2024,76.7,
9132,Hungary,Europe,2025,76.8,
9133,Hungary,Europe,2026,77.0,
9134,Hungary,Europe,2027,77.1,
9135,Hungary,Europe,2028,77.3,
9136,Hungary,Europe,2029,77.4,
9137,Hungary,Europe,2030,77.5,
9138,Hungary,Europe,2031,77.7,
9139,Hungary,Europe,2032,77.8,
9140,Hungary,Europe,2033,78.0,
9141,Hungary,Europe,2034,78.1,
9142,Hungary,Europe,2035,78.2,
9143,Hungary,Europe,2036,78.4,
9144,Hungary,Europe,2037,78.5,
9145,Hungary,Europe,2038,78.7,
9146,Hungary,Europe,2039,78.8,
9147,Hungary,Europe,2040,78.9,
9148,Hungary,Europe,2041,79.1,
9149,Hungary,Europe,2042,79.2,
9150,Hungary,Europe,2043,79.4,
9151,Hungary,Europe,2044,79.5,
9152,Hungary,Europe,2045,79.7,
9153,Hungary,Europe,2046,79.8,
9154,Hungary,Europe,2047,80.0,
9155,Hungary,Europe,2048,80.1,
9156,Hungary,Europe,2049,80.3,
9157,Hungary,Europe,2050,80.4,9240000.0
9158,Hungary,Europe,2051,80.6,
9159,Hungary,Europe,2052,80.7,
9160,Hungary,Europe,2053,80.9,
9161,Hungary,Europe,2054,81.0,
9162,Hungary,Europe,2055,81.2,
9163,Hungary,Europe,2056,81.3,
9164,Hungary,Europe,2057,81.5,
9165,Hungary,Europe,2058,81.6,
9166,Hungary,Europe,2059,81.8,
9167,Hungary,Europe,2060,81.9,
9168,Hungary,Europe,2061,82.1,
9169,Hungary,Europe,2062,82.2,
9170,Hungary,Europe,2063,82.4,
9171,Hungary,Europe,2064,82.5,
9172,Hungary,Europe,2065,82.7,
9173,Hungary,Europe,2066,82.8,
9174,Hungary,Europe,2067,82.9,
9175,Hungary,Europe,2068,83.0,
9176,Hungary,Europe,2069,83.2,
9177,Hungary,Europe,2070,83.3,
9178,Hungary,Europe,2071,83.4,
9179,Hungary,Europe,2072,83.6,
9180,Hungary,Europe,2073,83.7,
9181,Hungary,Europe,2074,83.8,
9182,Hungary,Europe,2075,83.9,
9183,Hungary,Europe,2076,84.0,
9184,Hungary,Europe,2077,84.2,
9185,Hungary,Europe,2078,84.3,
9186,Hungary,Europe,2079,84.4,
9187,Hungary,Europe,2080,84.5,
9188,Hungary,Europe,2081,84.6,
9189,Hungary,Europe,2082,84.7,
9190,Hungary,Europe,2083,84.8,
9191,Hungary,Europe,2084,85.0,
9192,Hungary,Europe,2085,85.1,
9193,Hungary,Europe,2086,85.2,
9194,Hungary,Europe,2087,85.3,
9195,Hungary,Europe,2088,85.4,
9196,Hungary,Europe,2089,85.5,
9197,Hungary,Europe,2090,85.6,
9198,Hungary,Europe,2091,85.7,
9199,Hungary,Europe,2092,85.8,
9200,Hungary,Europe,2093,86.0,
9201,Hungary,Europe,2094,86.1,
9202,Hungary,Europe,2095,86.2,
9203,Hungary,Europe,2096,86.3,
9204,Hungary,Europe,2097,86.4,
9205,Hungary,Europe,2098,86.5,
9206,Hungary,Europe,2099,86.6,
9207,Hungary,Europe,2100,86.7,8670000.0
9208,Hungary,Europe,2008,73.9,10000000.0
9209,Hungary,Europe,2009,74.2,10000000.0
9210,Hungary,Europe,2010,74.5,9980000.0
9211,Hungary,Europe,2011,74.9,9970000.0
9212,Hungary,Europe,2012,75.2,9950000.0
9213,Hungary,Europe,2013,75.5,9930000.0
9214,Hungary,Europe,2014,75.6,
9215,Hungary,Europe,2015,75.7,
9216,Hungary,Europe,2016,75.7,
9217,Hungary,Europe,2017,75.8,
9218,Hungary,Europe,2018,75.9,
9219,Hungary,Europe,2019,76.0,
9220,Hungary,Europe,2020,76.2,
9221,Hungary,Europe,2021,76.3,
9222,Hungary,Europe,2022,76.4,
9223,Hungary,Europe,2023,76.6,
9224,Hungary,Europe,2024,76.7,
9225,Hungary,Europe,2025,76.8,
9226,Hungary,Europe,2026,77.0,
9227,Hungary,Europe,2027,77.1,
9228,Hungary,Europe,2028,77.3,
9229,Hungary,Europe,2029,77.4,
9230,Hungary,Europe,2030,77.5,
9231,Hungary,Europe,2031,77.7,
9232,Hungary,Europe,2032,77.8,
9233,Hungary,Europe,2033,78.0,
9234,Hungary,Europe,2034,78.1,
9235,Hungary,Europe,2035,78.2,
9236,Hungary,Europe,2036,78.4,
9237,Hungary,Europe,2037,78.5,
9238,Hungary,Europe,2038,78.7,
9239,Hungary,Europe,2039,78.8,
9240,Hungary,Europe,2040,78.9,
9241,Hungary,Europe,2041,79.1,
9242,Hungary,Europe,2042,79.2,
9243,Hungary,Europe,2043,79.4,
9244,Hungary,Europe,2044,79.5,
9245,Hungary,Europe,2045,79.7,
9246,Hungary,Europe,2046,79.8,
9247,Hungary,Europe,2047,80.0,
9248,Hungary,Europe,2048,80.1,
9249,Hungary,Europe,2049,80.3,
9250,Hungary,Europe,2050,80.4,9240000.0
9251,Hungary,Europe,2051,80.6,
9252,Hungary,Europe,2052,80.7,
9253,Hungary,Europe,2053,80.9,
9254,Hungary,Europe,2054,81.0,
9255,Hungary,Europe,2055,81.2,
9256,Hungary,Europe,2056,81.3,
9257,Hungary,Europe,2057,81.5,
9258,Hungary,Europe,2058,81.6,
9259,Hungary,Europe,2059,81.8,
9260,Hungary,Europe,2060,81.9,
9261,Hungary,Europe,2061,82.1,
9262,Hungary,Europe,2062,82.2,
9263,Hungary,Europe,2063,82.4,
9264,Hungary,Europe,2064,82.5,
9265,Hungary,Europe,2065,82.7,
9266,Hungary,Europe,2066,82.8,
9267,Hungary,Europe,2067,82.9,
9268,Hungary,Europe,2068,83.0,
9269,Hungary,Europe,2069,83.2,
9270,Hungary,Europe,2070,83.3,
9271,Hungary,Europe,2071,83.4,
9272,Hungary,Europe,2072,83.6,
9273,Hungary,Europe,2073,83.7,
9274,Hungary,Europe,2074,83.8,
9275,Hungary,Europe,2075,83.9,
9276,Hungary,Europe,2076,84.0,
9277,Hungary,Europe,2077,84.2,
9278,Hungary,Europe,2078,84.3,
9279,Hungary,Europe,2079,84.4,
9280,Hungary,Europe,2080,84.5,
9281,Hungary,Europe,2081,84.6,
9282,Hungary,Europe,2082,84.7,
9283,Hungary,Europe,2083,84.8,
9284,Hungary,Europe,2084,85.0,
9285,Hungary,Europe,2085,85.1,
9286,Hungary,Europe,2086,85.2,
9287,Hungary,Europe,2087,85.3,
9288,Hungary,Europe,2088,85.4,
9289,Hungary,Europe,2089,85.5,
9290,Hungary,Europe,2090,85.6,
9291,Hungary,Europe,2091,85.7,
9292,Hungary,Europe,2092,85.8,
9293,Hungary,Europe,2093,86.0,
9294,Hungary,Europe,2094,86.1,
9295,Hungary,Europe,2095,86.2,
9296,Hungary,Europe,2096,86.3,
9297,Hungary,Europe,2097,86.4,
9298,Hungary,Europe,2098,86.5,
9299,Hungary,Europe,2099,86.6,
9300,Hungary,Europe,2100,86.7,8670000.0
9301,Hungary,Europe,2008,73.9,10000000.0
9302,Hungary,Europe,2009,74.2,10000000.0
9303,Hungary,Europe,2010,74.5,9980000.0
9304,Hungary,Europe,2011,74.9,9970000.0
9305,Hungary,Europe,2012,75.2,9950000.0
9306,Hungary,Europe,2013,75.5,9930000.0
9307,Hungary,Europe,2014,75.6,
9308,Hungary,Europe,2015,75.7,
9309,Hungary,Europe,2016,75.7,
9310,Hungary,Europe,2017,75.8,
9311,Hungary,Europe,2018,75.9,
9312,Hungary,Europe,2019,76.0,
9313,Hungary,Europe,2020,76.2,
9314,Hungary,Europe,2021,76.3,
9315,Hungary,Europe,2022,76.4,
9316,Hungary,Europe,2023,76.6,
9317,Hungary,Europe,2024,76.7,
9318,Hungary,Europe,2025,76.8,
9319,Hungary,Europe,2026,77.0,
9320,Hungary,Europe,2027,77.1,
9321,Hungary,Europe,2028,77.3,
9322,Hungary,Europe,2029,77.4,
9323,Hungary,Europe,2030,77.5,
9324,Hungary,Europe,2031,77.7,
9325,Hungary,Europe,2032,77.8,
9326,Hungary,Europe,2033,78.0,
9327,Hungary,Europe,2034,78.1,
9328,Hungary,Europe,2035,78.2,
9329,Hungary,Europe,2036,78.4,
9330,Hungary,Europe,2037,78.5,
9331,Hungary,Europe,2038,78.7,
9332,Hungary,Europe,2039,78.8,
9333,Hungary,Europe,2040,78.9,
9334,Hungary,Europe,2041,79.1,
9335,Hungary,Europe,2042,79.2,
9336,Hungary,Europe,2043,79.4,
9337,Hungary,Europe,2044,79.5,
9338,Hungary,Europe,2045,79.7,
9339,Hungary,Europe,2046,79.8,
9340,Hungary,Europe,2047,80.0,
9341,Hungary,Europe,2048,80.1,
9342,Hungary,Europe,2049,80.3,
9343,Hungary,Europe,2050,80.4,9240000.0
9344,Hungary,Europe,2051,80.6,
9345,Hungary,Europe,2052,80.7,
9346,Hungary,Europe,2053,80.9,
9347,Hungary,Europe,2054,81.0,
9348,Hungary,Europe,2055,81.2,
9349,Hungary,Europe,2056,81.3,
9350,Hungary,Europe,2057,81.5,
9351,Hungary,Europe,2058,81.6,
9352,Hungary,Europe,2059,81.8,
9353,Hungary,Europe,2060,81.9,
9354,Hungary,Europe,2061,82.1,
9355,Hungary,Europe,2062,82.2,
9356,Hungary,Europe,2063,82.4,
9357,Hungary,Europe,2064,82.5,
9358,Hungary,Europe,2065,82.7,
9359,Hungary,Europe,2066,82.8,
9360,Hungary,Europe,2067,82.9,
9361,Hungary,Europe,2068,83.0,
9362,Hungary,Europe,2069,83.2,
9363,Hungary,Europe,2070,83.3,
9364,Hungary,Europe,2071,83.4,
9365,Hungary,Europe,2072,83.6,
9366,Hungary,Europe,2073,83.7,
9367,Hungary,Europe,2074,83.8,
9368,Hungary,Europe,2075,83.9,
9369,Hungary,Europe,2076,84.0,
9370,Hungary,Europe,2077,84.2,
9371,Hungary,Europe,2078,84.3,
9372,Hungary,Europe,2079,84.4,
9373,Hungary,Europe,2080,84.5,
9374,Hungary,Europe,2081,84.6,
9375,Hungary,Europe,2082,84.7,
9376,Hungary,Europe,2083,84.8,
9377,Hungary,Europe,2084,85.0,
9378,Hungary,Europe,2085,85.1,
9379,Hungary,Europe,2086,85.2,
9380,Hungary,Europe,2087,85.3,
9381,Hungary,Europe,2088,85.4,
9382,Hungary,Europe,2089,85.5,
9383,Hungary,Europe,2090,85.6,
9384,Hungary,Europe,2091,85.7,
9385,Hungary,Europe,2092,85.8,
9386,Hungary,Europe,2093,86.0,
9387,Hungary,Europe,2094,86.1,
9388,Hungary,Europe,2095,86.2,
9389,Hungary,Europe,2096,86.3,
9390,Hungary,Europe,2097,86.4,
9391,Hungary,Europe,2098,86.5,
9392,Hungary,Europe,2099,86.6,
9393,Hungary,Europe,2100,86.7,8670000.0
9394,Hungary,Europe,2008,73.9,10000000.0
9395,Hungary,Europe,2009,74.2,10000000.0
9396,Hungary,Europe,2010,74.5,9980000.0
9397,Hungary,Europe,2011,74.9,9970000.0
9398,Hungary,Europe,2012,75.2,9950000.0
9399,Hungary,Europe,2013,75.5,9930000.0
9400,Hungary,Europe,2014,75.6,
9401,Hungary,Europe,2015,75.7,
9402,Hungary,Europe,2016,75.7,
9403,Hungary,Europe,2017,75.8,
9404,Hungary,Europe,2018,75.9,
9405,Hungary,Europe,2019,76.0,
9406,Hungary,Europe,2020,76.2,
9407,Hungary,Europe,2021,76.3,
9408,Hungary,Europe,2022,76.4,
9409,Hungary,Europe,2023,76.6,
9410,Hungary,Europe,2024,76.7,
9411,Hungary,Europe,2025,76.8,
9412,Hungary,Europe,2026,77.0,
9413,Hungary,Europe,2027,77.1,
9414,Hungary,Europe,2028,77.3,
9415,Hungary,Europe,2029,77.4,
9416,Hungary,Europe,2030,77.5,
9417,Hungary,Europe,2031,77.7,
9418,Hungary,Europe,2032,77.8,
